STREAM,DATE,STATION,REP,#GRIDS,ACENTR,BAETIS,DIPHAG,DRUDOD,DRUGRACOL,EPHEM,SERRAT,CINYGM,EPEORUS,RHITHR,PARALE,AMELT,HEPTAG,AMPHIN,CAPNIA,PRO/POD,ZAPADA,TAENIO,ALLOPE,SUWALL,SWELTSA,CLAASS,SKWALA,HESPERO,CHLORO,ISOPERLA,TRISIG,PARALEU,LEUCSP,PERLOD,EUCAPN,MEGSIG,DIUKNO,DODSII,UTACAP,BRACHY,MICRAS,ARCGRA,HYDROPS,LEPIDO,GLOSSO,RHYACOP,ALLOYM,NEOTRH,HYDROPT,LIMNEPH,CHIRON,TANYTA,ORTHOC,TANYPO,DIAMES,CHIROD,ATHERIX,BEZZIA,CLINOC,CHELIF,CERATO,PERICO,SIMULD,ANTOCH,DICRAN,HEXATO,TIPULA,HESPER,NEOPLA,WIEDEM,BIBIOC,RHABDO,PROTAN,EMPIDID,HEMERO,LIMNOP,ORMOSIA,DEUTERO,MUSCID,HETCOR,NARPUS,ZAITZE,HYDRAC,DYTISC,OLIGOC,POLYCE,NEMATO,COLLUM,ISOPOD,PETROPH,,Total,Taxa,EPT Total,EPT Rich,Avg Total ,Avg Taxa Rich,Avg EPT Total,Avg EPT Rich,,,,,,,,,,
NFCC,5/11/13,CONFLUENCE,1,13,0,148,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,13,61,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,,556,10,474,4,,,,,,,,,,,,,,
NFCC,5/11/13,CONFLUENCE,2,10,0,127,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,2,0,0,0,0,0,26,72,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,746,11,624,5,,,,,,,,,,,,,,
NFCC,5/11/13,CONFLUENCE,3,12,0,198,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,2,0,0,0,0,0,6,50,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,598,12,528,5,,,,,,,,,,,,,,
NFCC,5/11/13,CONFLUENCE,4,19,0,117,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,3,64,10,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,403,13,317,4,,,,,,,,,,,,,,
NFCC,5/11/13,CONFLUENCE,5,24,0,70,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,123,2,0,1,0,0,0,0,0,9,51,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,287,14,219,6,518,12,433,5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,
NFCC,11/9/13,UPPER REFERENCE,1,24,0,89,0,11,0,4,0,2,2,7,0,0,0,2,1,0,1,11,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,16,18,1,0,0,0,1,0,2,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,,259,24,194,13,,,,,,,,,,,,,,
NFCC,11/9/13,UPPER REFERENCE,2,16,0,213,0,8,0,20,0,0,6,0,3,2,0,2,9,5,2,12,0,0,24,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,41,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,72,0,0,3,0,0,0,0,3,0,0,,452,26,354,16,,,,,,,,,,,,,,
NFCC,11/9/13,UPPER REFERENCE,3,24,0,106,0,8,0,5,0,0,3,5,0,0,0,0,5,5,2,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,0,0,0,0,0,3,11,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,7,0,0,0,0,1,0,0,,250,22,184,13,,,,,,,,,,,,,,
NFCC,11/9/13,UPPER REFERENCE,4,11,0,157,0,9,0,31,0,0,7,4,0,0,0,2,7,17,2,2,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,61,2,0,0,0,0,17,55,2,0,0,0,0,0,0,0,2,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,,631,23,323,15,,,,,,,,,,,,,,
NFCC,11/9/13,UPPER REFERENCE,5,12,0,122,0,8,0,10,0,0,2,16,2,0,0,4,4,4,0,10,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,12,20,0,0,0,0,0,0,2,0,4,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,,334,22,232,14,385,23,257,14,,,,,,,,,,
NFCC,11/9/13,PUMPHOUSE,1,24,0,122,0,3,0,7,0,3,0,5,0,0,0,0,3,0,11,13,0,0,5,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,21,0,0,0,0,0,4,26,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,,264,21,201,15,,,,,,,,,,,,,,
NFCC,11/9/13,PUMPHOUSE,2,24,0,94,0,4,0,5,0,2,0,4,1,0,0,0,2,1,27,14,0,0,9,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,16,0,0,0,0,0,1,111,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0,2,0,0,0,0,0,,358,27,189,18,,,,,,,,,,,,,,
NFCC,11/9/13,PUMPHOUSE,3,18,0,189,1,0,0,12,0,0,0,0,0,0,0,0,0,5,9,8,0,0,17,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93,0,0,1,0,4,0,0,0,0,0,,456,18,280,10,,,,,,,,,,,,,,
NFCC,11/9/13,PUMPHOUSE,4,17,0,157,0,1,0,8,0,1,0,25,1,0,0,0,3,3,7,6,1,0,14,0,0,0,0,7,0,3,0,0,0,1,0,0,0,0,0,3,0,3,0,32,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,116,0,0,1,0,0,0,0,0,0,0,,421,24,278,18,,,,,,,,,,,,,,
NFCC,11/9/13,PUMPHOUSE,5,18,0,261,1,3,0,5,0,0,0,13,0,0,0,0,4,0,3,4,5,0,4,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,,389,19,335,14,378,22,257,15,,,,,,,,,,
NFCC,11/9/13,RIVERA,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,6,5,4,4,,,,,,,,,,,,,,
NFCC,11/9/13,RIVERA,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,5,4,3,3,,,,,,,,,,,,,,
NFCC,11/9/13,RIVERA,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,3,2,,,,,,,,,,,,,,
NFCC,11/9/13,RIVERA,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,7,5,3,3,,,,,,,,,,,,,,
NFCC,11/9/13,RIVERA,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,2,1,5,4,3,3,,,,,,,,,,
NFCC,11/9/13,ABOVE RUSSEL,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,,,,,,,,,,,
NFCC,11/9/13,ABOVE RUSSEL,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
NFCC,11/9/13,ABOVE RUSSEL,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
NFCC,11/9/13,ABOVE RUSSEL,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
NFCC,11/9/13,ABOVE RUSSEL,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,
NFCC,11/9/13,USGS GAUGE STATION,1,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,3,,,,,,,,,,,,,,
NFCC,11/9/13,USGS GAUGE STATION,2,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,3,,,,,,,,,,,,,,
NFCC,11/9/13,USGS GAUGE STATION,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,11,6,6,2,,,,,,,,,,,,,,
NFCC,11/9/13,USGS GAUGE STATION,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,,,,,,,,,,,,,,
NFCC,11/9/13,USGS GAUGE STATION,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,4,3,3,2,,,,,,,,,,
NFCC,11/9/13,CONFLUENCE,1,24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,77,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,146,10,121,8,,,,,,,,,,,,,,
NFCC,11/9/13,CONFLUENCE,2,24,0,9,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,25,0,1,3,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,71,12,56,9,,,,,,,,,,,,,,
NFCC,11/9/13,CONFLUENCE,3,24,0,7,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,33,0,2,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,84,10,71,9,,,,,,,,,,,,,,
NFCC,11/9/13,CONFLUENCE,4,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,,168,10,107,6,,,,,,,,,,,,,,
NFCC,11/9/13,CONFLUENCE,5,24,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,36,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,108,9,83,7,115,10,88,8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,
NFCC,5/3/14,UPPER REFERENCE,1,16,0,195,0,0,26,0,0,2,6,5,2,2,0,0,0,27,0,6,0,0,35,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,21,23,2,0,0,0,2,0,0,0,2,3,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,2,0,0,0,0,0,,453,22,365,12,,,,,,,,,,,,,,
NFCC,5/3/14,UPPER REFERENCE,2,24,0,81,0,2,9,1,0,0,0,4,0,0,0,0,0,9,0,4,0,0,10,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,10,20,0,0,0,0,2,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,,253,20,181,11,,,,,,,,,,,,,,
NFCC,5/3/14,UPPER REFERENCE,3,24,0,36,0,5,2,0,0,3,1,7,1,1,0,0,0,6,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,29,27,1,0,0,0,2,0,0,0,0,19,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,2,0,0,0,0,0,,207,25,102,14,,,,,,,,,,,,,,
NFCC,5/3/14,UPPER REFERENCE,4,24,0,100,0,2,8,0,0,5,4,6,0,0,0,0,0,7,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,12,28,0,0,0,0,0,2,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,1,0,2,0,0,0,0,0,,314,21,203,11,,,,,,,,,,,,,,
NFCC,5/3/14,UPPER REFERENCE,5,8,0,621,0,0,15,0,0,0,9,15,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,57,0,0,0,0,0,33,81,0,0,0,0,6,0,0,0,6,54,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0,0,0,0,0,0,0,0,,1014,17,753,9,448,21,321,11,,,,,,,,,,
NFCC,5/3/14,PUMPHOUSE,1,24,0,55,0,2,1,0,0,6,0,5,0,0,0,0,0,11,1,2,0,0,14,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,32,55,0,0,0,0,0,0,0,0,1,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,,230,20,118,12,,,,,,,,,,,,,,
NFCC,5/3/14,PUMPHOUSE,2,24,0,29,0,1,1,0,0,1,1,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,20,0,0,0,0,0,,110,18,50,12,,,,,,,,,,,,,,
NFCC,5/3/14,PUMPHOUSE,3,24,0,72,0,4,3,0,0,3,2,2,0,0,0,0,0,4,0,2,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,77,30,0,0,0,0,0,0,0,0,4,6,0,12,0,0,3,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,5,0,0,0,0,0,,277,23,129,13,,,,,,,,,,,,,,
NFCC,5/3/14,PUMPHOUSE,4,24,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,,48,8,20,4,,,,,,,,,,,,,,
NFCC,5/3/14,PUMPHOUSE,5,24,0,64,0,1,6,0,0,5,4,3,0,0,0,0,0,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,13,14,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,7,0,0,0,0,0,,205,18,139,11,174,17,91,10,,,,,,,,,,
NFCC,5/3/14,RIVERA,1,24,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,9,17,6,,,,,,,,,,,,,,
NFCC,5/3/14,RIVERA,2,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,10,7,5,3,,,,,,,,,,,,,,
NFCC,5/3/14,RIVERA,3,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,17,6,15,4,,,,,,,,,,,,,,
NFCC,5/3/14,RIVERA,4,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,8,6,5,,,,,,,,,,,,,,
NFCC,5/3/14,RIVERA,5,24,0,6,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,30,13,16,7,18,9,12,5,,,,,,,,,,
NFCC,5/3/14,ABOVE RUSSEL,1,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,4,3,,,,,,,,,,,,,,
NFCC,5/3/14,ABOVE RUSSEL,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,,,,,,,,,,,,,,
NFCC,5/3/14,ABOVE RUSSEL,3,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,2,2,1,,,,,,,,,,,,,,
NFCC,5/3/14,ABOVE RUSSEL,4,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,6,5,3,3,,,,,,,,,,,,,,
NFCC,5/3/14,ABOVE RUSSEL,5,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,3,2,1,5,3,2,2,,,,,,,,,,
NFCC,5/3/14,USGS GAUGE STATION,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,,,,,,,,,,,
NFCC,5/3/14,USGS GAUGE STATION,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,3,0,0,,,,,,,,,,,,,,
NFCC,5/3/14,USGS GAUGE STATION,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,2,2,0,0,,,,,,,,,,,,,,
NFCC,5/3/14,USGS GAUGE STATION,4,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,4,1,1,,,,,,,,,,,,,,
