OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AZ,USGS Arizona Water Science Center,USGS-345757109482001,A-18-24 16BBB1,Well,,15020007,,,,,34.96585915000000,-109.8062267000000,62500,10,seconds,Interpolated from MAP.,NAD83,5315.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345759112541601,B-18-06 09ABB,Spring,,15060201,,,,,34.96638889000000,-112.9044444000000,62500,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6300.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345807112353301,B-18-03 04CCC,Well,,15060201,,,,,34.96779560000000,-112.5937866000000,24000,5,seconds,Interpolated from MAP.,NAD83,4457.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,Martin Limestone,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345838112504501,B-18-06 01ACA,Spring,,15060201,,,,,34.97557189000000,-112.8465717000000,24000,5,seconds,Interpolated from MAP.,NAD83,5639.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345841109481701,A-18-24 08BCB,Well,,15020007,,,,,34.97808095000000,-109.8242827000000,24000,5,seconds,Interpolated from MAP.,NAD83,5299.,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,04,001,,Coconino Sandstone,,1971,600,ft,600,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345843112240201,B-18-01 06ABB,Well,,15060202,,,,,34.97862946000000,-112.4012824000000,24000,1,seconds,Interpolated from MAP.,NAD83,4631.,feet,1,feet,Level or other surveyed method.,NGVD29,US,04,025,,Martin Limestone,,193708,460,ft,460,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345845112380601,B-18-04 01ABD1,Well,,15060201,,,,,34.97926110000000,-112.6350306000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4560.,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,025,,,,20180501,1635,ft,1890,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345850109475001,A-18-24 09ABB,Well,,15020007,,,,,34.98058097000000,-109.7978935000000,62500,1,seconds,Interpolated from MAP.,NAD83,5320.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,1958,110,ft,110,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345855109482701,A-18-24 08AAA,Well,,15020007,,,,,34.98196978000000,-109.8081715000000,62500,1,seconds,Interpolated from MAP.,NAD83,5315.,feet,12,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,19750312,50.0,ft,50.0,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345910109101001,A-18-30 04CBC  UNSURV,Well,,15020004,,,,,34.98614145000000,-109.1731498000000,24000,5,seconds,Interpolated from MAP.,NAD83,6558.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,1965,700,ft,700,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345930109312001,A-18-27 06BCA,Well,,15020007,,,,,34.99058176000000,-109.5201085000000,24000,5,seconds,Interpolated from MAP.,NAD83,6090.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,19540521,517,ft,517,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345940112373901,B-19-03 31BBB,Well,,15060201,,,,,34.99612819000000,-112.6293431000000,24000,5,seconds,Interpolated from MAP.,NAD83,4481.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,Holocene Alluvium,,1965,176,ft,176,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345958109062701,A-19-30 36DBA1,Well,,15020004,,,,,34.99947565000000,-109.1081465000000,24000,5,seconds,Interpolated from MAP.,NAD83,6500.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,Unconfined single aquifer,19870627,780,ft,785,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350000109142001,A-19-29 35CDB,Well,,15020004,,,,,35.00002865000000,-109.2395424000000,24000,1,seconds,Interpolated from MAP.,NAD83,6440.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,1958,460,ft,460,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350002112344201,B-19-03 28DDD,Well,,15060201,,,,,35.00057280000000,-112.5790643000000,24000,5,seconds,Interpolated from MAP.,NAD83,4639.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,Holocene Alluvium,,1958,190,ft,190,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350022112324001,B-19-03 26ADB,Spring,,15060201,,,,,35.00611110000000,-112.5444444000000,62500,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5380.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350107112305601,B-19-02 19BDD,Spring,,15060201,,,,,35.01861110000000,-112.5155556000000,62500,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5580.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350111109434401,A-19-25 30BDD,Well,,15020007,,,,,35.01974690000000,-109.7295595000000,24000,1,seconds,Interpolated from MAP.,NAD83,5402.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,60.0,ft,60.0,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350111112455601,B-19-05 23CBA,Well,,15060201,,,,,35.01807138000000,-112.7665686000000,24000,5,seconds,Interpolated from MAP.,NAD83,4968.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350138112374101,B-19-03 18CCC,Well,,15060201,,,,,35.02723850000000,-112.6287878000000,24000,5,seconds,Interpolated from MAP.,NAD83,4562.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19860331,200.0,ft,200.0,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350233109415001,A-19-25 16CCA,Well,,15020007,,,,,35.04252436000000,-109.6978920000000,24000,1,seconds,Interpolated from MAP.,NAD83,5432.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,60.0,ft,60.0,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350237112405601,B-19-04 10CCB1 [Church Camp],Well,,15060201,,,,,35.04351560000000,-112.6827056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4531.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,650,ft,650,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350240109121001,A-19-30 18CAB,Well,,15020004,,,,,35.04447307000000,-109.2034290000000,24000,1,seconds,Interpolated from MAP.,NAD83,6395.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,,420,ft,420,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350311112400501,B-19-04 10AAC,Well,,15060201,,,,,35.05307097000000,-112.6685109000000,24000,5,seconds,Interpolated from MAP.,NAD83,4563.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,1972,600,ft,600,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350324113073701,B-19-08 04CBC,Well,,15030201,,,,,35.05667870000000,-113.1276952000000,24000,5,seconds,Interpolated from MAP.,NAD83,5249.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,61.5,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350332112413701,B-19-04 04CAC,Well,,15060201,,,,,35.05890400000000,-112.6943447000000,24000,5,seconds,Interpolated from MAP.,NAD83,4547.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,1961,500,ft,500,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350338109384801,A-19-25 11DAA1,Well,,15020007,,,,,35.06057986000000,-109.6473350000000,24000,1,seconds,Interpolated from MAP.,NAD83,5488.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,55,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350353109155301,A-19-29 09AAC,Well,,15020007,,,,,35.06474969000000,-109.2653763000000,24000,1,seconds,Interpolated from MAP.,NAD83,6312.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,1958,381,ft,381,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350403112421801,B-19-04 05ABA1,Well,,15060201,,,,,35.06748710000000,-112.7056504000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4574.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,Basin and Range basin-fill aquifers,,Unconfined single aquifer,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350410110495001,A-19-24 06DC,Well,,15020007,,,,,35.06946747000000,-109.8312282000000,24000,10,seconds,Interpolated from MAP.,NAD83,5390.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,1938,40,ft,40,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350410112464401,B-20-05 34CDD,Well,,15060201,,,,,35.06945888000000,-112.7799020000000,24000,5,seconds,Interpolated from MAP.,NAD83,4930.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,250,ft,250,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350425109344101,A-19-26 04DBA,Well,,15020007,,,,,35.07363560000000,-109.5787220000000,24000,1,seconds,Interpolated from MAP.,NAD83,5766.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Coconino Sandstone,,195704,1198,ft,1198,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350434109492101,A-19-24 05CBB,Well,,15020007,,,,,35.07613400000000,-109.8231726000000,24000,1,seconds,Interpolated from MAP.,NAD83,5400.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,19690514,27,ft,27,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350436112395901,B-20-04 34ADC,Well,,15060201,,,,,35.07612590000000,-112.6671221000000,24000,5,seconds,Interpolated from MAP.,NAD83,4694.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,Sedimentary Rocks,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350444109423101,A-19-25 05ABB,Well,,15020007,,,,,35.07891240000000,-109.7092815000000,24000,1,seconds,Interpolated from MAP.,NAD83,5519.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,30,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350451109383401,A-19-25 01BBA1,Well,,15020007,,,,,35.08085727000000,-109.6434462000000,24000,1,seconds,Interpolated from MAP.,NAD83,5510.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,54,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350456109375101,A-19-25 01AAB,Well,,15020007,,,,,35.08224620000000,-109.6315014000000,24000,1,seconds,Interpolated from MAP.,NAD83,5510.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,460,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350500109341901,A-20-26 34CDC,Well,,15020007,,,,,35.08335770000000,-109.5726107000000,24000,1,seconds,Interpolated from MAP.,NAD83,5795.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Chinle Formation,,195003,1550,ft,1550,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350501109423201,A-20-25 32DCC3,Well,,15020007,,,,,35.08363454000000,-109.7095593000000,24000,5,seconds,Interpolated from MAP.,NAD83,5520.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,32,ft,32,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350506109134601,A-20-29 35DCD,Well,,15020007,,,,,35.08502760000000,-109.2300967000000,24000,1,seconds,Interpolated from MAP.,NAD83,6671.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,194612,795,ft,795,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350527109361501,A-20-26 32BDD,Well,,15020007,,,,,35.09085736000000,-109.6048340000000,,1,seconds,Interpolated from MAP.,NAD83,5570.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Chinle Formation,,,115,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350535112263601,B-20-02 35BAA,Spring,,15060202,,,,,35.09305556000000,-112.4433333000000,62500,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4990.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350544109184301,A-20-28 36AAA1,Well,,15020007,,,,,35.09558216000000,-109.3126003000000,24000,1,seconds,Interpolated from MAP.,NAD83,6050.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,,145,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350547109260101,A-20-27 36BBB,Well,,15020007,,,,,35.09641425000000,-109.4342723000000,24000,1,seconds,Interpolated from MAP.,NAD83,5784.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,52,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350605109293801,A-20-27 29DBD,Spring,,15020007,,,,,35.10141357000000,-109.4945528000000,24000,1,seconds,Interpolated from MAP.,NAD83,5670.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350608109084201,A-20-30 27DBD,Well,,15020004,,,,,35.10225057000000,-109.1456484000000,24000,1,seconds,Interpolated from MAP.,NAD83,6483.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,1944,500,ft,500,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350616112435601,B-20-04 19CBA [Big Chino],Well,,15060201,,,,,35.10445827000000,-112.7329563000000,24000,5,seconds,Interpolated from MAP.,NAD83,4597.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,1956,603,ft,603,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350623109041501,A-20-31 29ADC2,Well,,15020004,,,,,35.10641798000000,-109.0714784000000,24000,1,seconds,Interpolated from MAP.,NAD83,6652.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,1970,600,ft,600,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350625109270601,A-20-27 26BCB,Spring,,15020007,,,,,35.10696948000000,-109.4523287000000,24000,1,seconds,Interpolated from MAP.,NAD83,5730.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350638109413101,A-20-25 28BAA,Well,,15020007,,,,,35.11057855000000,-109.6926145000000,24000,1,seconds,Interpolated from MAP.,NAD83,5569.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,12,ft,12,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350641109170401,A-20-29 20C    UNSURV,Well,,15020007,,,,,35.11141556000000,-109.2850989000000,24000,5,seconds,Interpolated from MAP.,NAD83,6190.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Basaltic Flows,Unconfined single aquifer,198610,520,ft,680,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350649109350301,A-20-26 21DCB,Well,,15020007,,,,,35.11363489000000,-109.5848335000000,24000,1,seconds,Interpolated from MAP.,NAD83,5615.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Chinle Formation,,,103,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350657109244101,A-20-28 19CAC,Well,,15020007,,,,,35.11585865000000,-109.4120491000000,24000,1,seconds,Interpolated from MAP.,NAD83,5813.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Sonsela Sandstone Bed of Petrified Forest Member of Chinle Formation,,196108,204,ft,1479,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350717109253301,A-20-27 24BDA1,Well,,15020007,,,,,35.12141398000000,-109.4264943000000,24000,1,seconds,Interpolated from MAP.,NAD83,5780.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Sonsela Sandstone Bed of Petrified Forest Member of Chinle Formation,,196407,52,ft,1340,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350747109313101,A-20-26 13DAC,Well,,15020007,,,,,35.12974620000000,-109.5259429000000,24000,1,seconds,Interpolated from MAP.,NAD83,5647.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,103,ft,103,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350804109404001,A-20-25 15BCD,Well,,15020007,,,,,35.13446707000000,-109.6784476000000,24000,1,seconds,Interpolated from MAP.,NAD83,5642.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,27,ft,27,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350820112323601,B-20-03 11AAC1,Well,,15060201,,,,,35.13658330000000,-112.5417222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5290.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,20020429,1240,ft,1240,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350824109200001,A-20-28 14AAB,Well,,15020007,,,,,35.14002579000000,-109.3339899000000,24000,1,seconds,Interpolated from MAP.,NAD83,6131.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,,204,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350842109284301,A-20-27 09CAD,Well,,15020007,,,,,35.14502420000000,-109.4792746000000,24000,1,seconds,Interpolated from MAP.,NAD83,5692.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,52,ft,52,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350858109063201,A-20-30 12ABD,Well,,15020004,,,,,35.14947210000000,-109.1095357000000,24000,1,seconds,Interpolated from MAP.,NAD83,6537.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,19480101,800,ft,800,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350959109091901,A-20-30 03BBB,Well,,15020007,,,,,35.16641584000000,-109.1559264000000,24000,1,seconds,Interpolated from MAP.,NAD83,6230.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,19450101,165,ft,165,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-350959109290501,A-20-27 04BCA,Well,,15020007,,,,,35.16641270000000,-109.4853860000000,24000,1,seconds,Interpolated from MAP.,NAD83,5710.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,1956,100,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351038109270801,A-21-27 35CBA1,Well,,15020007,,,,,35.17724626000000,-109.4528845000000,24000,10,seconds,Interpolated from MAP.,NAD83,5717.81,feet,0.1,feet,Unknown.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351038109270802,A-21-27 35CBA2,Well,,15020007,,,,,35.17724626000000,-109.4528845000000,24000,10,seconds,Interpolated from MAP.,NAD83,5717.53,feet,0.1,feet,Unknown.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351038109270803,A-21-27 35CBA3,Well,,15020007,,,,,35.17724626000000,-109.4528845000000,24000,10,seconds,Interpolated from MAP.,NAD83,5717.77,feet,0.1,feet,Unknown.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351039109270002,A-21-27 35BDC2 CW-8,Well,,15020007,,,,,35.17752405000000,-109.4506622000000,24000,10,seconds,Interpolated from MAP.,NAD83,5736.79,feet,0.1,feet,Unknown.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351039109270003,A-21-27 35BDC3 CW-9,Well,,15020007,,,,,35.17752405000000,-109.4506622000000,24000,10,seconds,Interpolated from MAP.,NAD83,5736.63,feet,0.1,feet,Unknown.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351043109270301,A-21-27 35BDC1 CW-1,Well,,15020007,,,,,35.17863514000000,-109.4514956000000,24000,10,seconds,Interpolated from MAP.,NAD83,5721.85,feet,0.1,feet,Unknown.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351044109270503,A-21-27 35BCD03,Well: Test hole not completed as a well,,15020007,,,,,35.17891290000000,-109.4520512000000,24000,10,seconds,Interpolated from MAP.,NAD83,5730.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351047109265001,A-21-27 35ACB1,Spring,,15020007,,,,,35.17974627000000,-109.4478843000000,24000,1,seconds,Interpolated from MAP.,NAD83,5720.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351110109053901,18 137-05.35X04.41,Well,,15020004,,,,,35.18613798000000,-109.0948130000000,24000,1,minutes,Interpolated from MAP.,NAD83,6609.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,19531009,600,ft,600,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351118109261001,A-21-27 25CCA,Well,,15020007,,,,,35.18835738000000,-109.4367726000000,24000,1,seconds,Interpolated from MAP.,NAD83,5750.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,1964,235,ft,235,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351119109255301,A-21-27 25CAD,Well,,15020007,,,,,35.18863520000000,-109.4320502000000,24000,1,seconds,Interpolated from MAP.,NAD83,5750.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,91,ft,91,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351119109263901,A-21-27 26DBD,Well,,15020007,,,,,35.18863507000000,-109.4448286000000,24000,1,seconds,Interpolated from MAP.,NAD83,5765.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,1956,110,ft,110,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351128109114601,18 137-11.07X04.04,Well,,15020007,,,,,35.19113738000000,-109.1967612000000,24000,1,seconds,Interpolated from MAP.,NAD83,6060.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,,9,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351138109121501,18 137-11.54X03.87,Well,,15020007,,,,,35.19391507000000,-109.2048170000000,24000,1,seconds,Interpolated from MAP.,NAD83,6050.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,,25,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351147109194901,A-21-28 24CCC,Well,,15020007,,,,,35.19641397000000,-109.3309339000000,24000,1,seconds,Interpolated from MAP.,NAD83,5810.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,135,ft,135,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351149109260801,A-21-27 25BBD1,Well,,15020007,,,,,35.19696838000000,-109.4362170000000,24000,1,seconds,Interpolated from MAP.,NAD83,5785.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,,110,ft,110,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351149109260802,A-21-27 25BBD2,Well,,15020007,,,,,35.19696838000000,-109.4362170000000,24000,1,seconds,Interpolated from MAP.,NAD83,5785.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Chinle Formation,,197405,250,ft,250,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351152109241601,A-21-28 30AAA2,Well,,15020007,,,,,35.19780204000000,-109.4051044000000,24000,1,minutes,Interpolated from MAP.,NAD83,5750.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351154109130001,A-21-29 24DCC,Well,,15020007,,,,,35.19835939000000,-109.2173174000000,24000,1,seconds,Interpolated from MAP.,NAD83,6038.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Bidahochi Formation,,,75,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351155109152501,A-21-29 22CCA,Well,,15020007,,,,,35.19863695000000,-109.2575968000000,24000,1,seconds,Interpolated from MAP.,NAD83,5957.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,Holocene Alluvium,,19541111,75,ft,75,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351157109241701,A-21-28 30AAA1,Well,,15020007,,,,,35.19919090000000,-109.4053822000000,24000,1,minutes,Interpolated from MAP.,NAD83,5750.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,68.5,ft,,,NWIS
