sample,sampleLong,community,type,sampling_year,sampling,units,sample_name,aluminum,aluminumRaw,aluminumIdentifier,arsenic,arsenicRaw,arsenicIdentifier,barium,bariumRaw,bariumIdentifier,berylliumRaw,beryllium,berylliumIdentifier,cadmiumRaw,cadmium,cadmiumIdentifier,chromiumRaw,chromium,chromiumIdentifier,manganeseRaw,manganese,manganeseIdentifier,nickelRaw,nickel,nickelIdentifier,leadRaw,lead,leadIdentifier,zincRaw,zinc,zincIdentifier,copperRaw,copper,copperIdentifier,geoid,geoid_type
C08,CK8-Cochise-TOMATO L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,19,24.9,Post-Transition Metal,0.081,0.06,Metalloid,3.58,4.69,Alkaline Earth Metal,0,0.0031,Alkaline Earth Metal,0.12,0.0916,Transitional Metal,0.08,0.046,Transitional Metal,27.08,20.7,Transitional Metal,0.24,0.183,Transitional Metal,0.03,0.0229,Post-Transition Metal,26.09,19.9,Transitional Metal,10.95,8.36,Transitional Metal,040030021003,block_group
C10,CK10-Cochise-GREENBEAN,Cochise,Legumes,2015-2016,,mg/kg,green beans,0.416,2.34,Post-Transition Metal,0.019,0.01,Metalloid,0.377,2.12,Alkaline Earth Metal,0.01,0.00178,Alkaline Earth Metal,0.01,0.00178,Transitional Metal,0.13,0.0231,Transitional Metal,16.58,2.94,Transitional Metal,0.53,0.0941,Transitional Metal,0.01,0.0014,Post-Transition Metal,59.35,10.5,Transitional Metal,8.26,1.47,Transitional Metal,040030021003,block_group
C10,CK10-Cochise-YELLOW TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.292,1.62,Post-Transition Metal,0.019,0.01,Metalloid,0.0812,0.45,Alkaline Earth Metal,0.01,0.00181,Alkaline Earth Metal,0.02,0.00361,Transitional Metal,0.08,0.011,Transitional Metal,4.35,0.785,Transitional Metal,0.07,0.0126,Transitional Metal,0.01,0.0014,Post-Transition Metal,17.56,3.17,Transitional Metal,6.05,1.09,Transitional Metal,040030021003,block_group
C11,CK11-Cochise-BELL PEPPER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Bell pepper,0.216,2.47,Post-Transition Metal,0.0093,0.05,Metalloid,0.0306,0.35,Alkaline Earth Metal,0.01,0.000875,Alkaline Earth Metal,0.15,0.0131,Transitional Metal,0.03,0.0053,Transitional Metal,9.88,0.864,Transitional Metal,0.22,0.0192,Transitional Metal,0,0.00068,Post-Transition Metal,35.91,3.14,Transitional Metal,11.14,0.975,Transitional Metal,040030002011,block_group
C11,CK11-Cochise-CHERRY TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Cherry Tomato,0.348,4.38,Post-Transition Metal,0.0084,0.01,Metalloid,0.0429,0.54,Alkaline Earth Metal,0,0.00033,Alkaline Earth Metal,0.07,0.00556,Transitional Metal,0.03,0.0048,Transitional Metal,9.14,0.725,Transitional Metal,0.05,0.00397,Transitional Metal,0.01,0.00062,Post-Transition Metal,28.3,2.25,Transitional Metal,9.1,0.722,Transitional Metal,040030002011,block_group
C11,CK11-Cochise-JALEPENO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,jalapeno,0.32,2.41,Post-Transition Metal,0.014,0.03,Metalloid,0.0771,0.58,Alkaline Earth Metal,0,0.00055,Alkaline Earth Metal,0.06,0.00798,Transitional Metal,0.06,0.0081,Transitional Metal,11.49,1.53,Transitional Metal,0.1,0.0133,Transitional Metal,0.01,0.001,Post-Transition Metal,29.98,3.99,Transitional Metal,10.35,1.38,Transitional Metal,040030002011,block_group
C11,CK11-Cochise-TOMATO 2,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.28,3.52,Post-Transition Metal,0.0084,0.01,Metalloid,0.0549,0.69,Alkaline Earth Metal,0,0.00033,Alkaline Earth Metal,0.07,0.00557,Transitional Metal,0.08,0.0048,Transitional Metal,8.47,0.674,Transitional Metal,0.06,0.00477,Transitional Metal,0.01,0.00062,Post-Transition Metal,28.47,2.26,Transitional Metal,9.17,0.73,Transitional Metal,040030002011,block_group
C12,CK12-Cochise-PEAR,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Pear,1.06,2.04,Post-Transition Metal,0.055,0.01,Metalloid,0.521,1,Alkaline Earth Metal,0.01,0.00521,Alkaline Earth Metal,0.01,0.00521,Transitional Metal,0.15,0.0781,Transitional Metal,1.12,0.583,Transitional Metal,0.15,0.0781,Transitional Metal,0.01,0.0041,Post-Transition Metal,4.84,2.52,Transitional Metal,2.24,1.17,Transitional Metal,040030021003,block_group
C12,CK12-Cochise-MESQUITE BEAN 1,Cochise,Legumes,2015-2016,,mg/kg,mesquite beans,0.722,2.18,Post-Transition Metal,0.035,0.01,Metalloid,2.52,7.61,Alkaline Earth Metal,0,0.0014,Alkaline Earth Metal,0.01,0.00331,Transitional Metal,0.21,0.0695,Transitional Metal,17.51,5.8,Transitional Metal,0.38,0.126,Transitional Metal,0.01,0.0026,Post-Transition Metal,27.48,9.1,Transitional Metal,8.55,2.83,Transitional Metal,040030021003,block_group
C12,CK12-Cochise-MESQUITE BEAN 2,Cochise,Legumes,2015-2016,,mg/kg,mesquite beans,5.77,6.75,Post-Transition Metal,0.091,0.01,Metalloid,7.57,8.86,Alkaline Earth Metal,0.01,0.00855,Alkaline Earth Metal,0.01,0.00855,Transitional Metal,0.22,0.188,Transitional Metal,39.73,34,Transitional Metal,0.54,0.462,Transitional Metal,0.03,0.0256,Post-Transition Metal,42.21,36.1,Transitional Metal,11.67,9.97,Transitional Metal,040030021003,block_group
C13,CK13-Cochise-BEAN (ASIAN),Cochise,Legumes,2015-2016,,mg/kg,purple bean,0.512,4.96,Post-Transition Metal,0.011,0.03,Metalloid,0.837,8.11,Alkaline Earth Metal,0.02,0.00206,Alkaline Earth Metal,0,0.00028,Transitional Metal,0.02,0.0063,Transitional Metal,58.02,5.99,Transitional Metal,1.15,0.119,Transitional Metal,0.01,0.0008,Post-Transition Metal,49.34,5.09,Transitional Metal,9.37,0.967,Transitional Metal,040030012001,block_group
C13,CK13-Cochise-ONION STEM,Cochise,Stalk and Stem Vegetables,2015-2016,,mg/kg,Onions,14.2,155.96,Post-Transition Metal,0.0209,0.23,Metalloid,2.28,25.07,Alkaline Earth Metal,0.03,0.00273,Alkaline Earth Metal,0.05,0.00455,Transitional Metal,0.4,0.0364,Transitional Metal,47.87,4.35,Transitional Metal,0.47,0.0427,Transitional Metal,0.18,0.0164,Post-Transition Metal,17.45,1.59,Transitional Metal,5.35,0.486,Transitional Metal,040030012001,block_group
C13,CK13-Cochise-ONION,Cochise,Bulb Vegetables,2015-2016,,mg/kg,Onions,3.59,52.7,Post-Transition Metal,0.0072,0.07,Metalloid,0.711,10.43,Alkaline Earth Metal,0.02,0.00136,Alkaline Earth Metal,0.05,0.00341,Transitional Metal,0.06,0.0041,Transitional Metal,11.38,0.776,Transitional Metal,0.27,0.0184,Transitional Metal,0.14,0.00954,Post-Transition Metal,34.04,2.32,Transitional Metal,7.51,0.512,Transitional Metal,040030012001,block_group
C13,CK13-Cochise-SUMMER SQUASH,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Squash ,0.13,2.67,Post-Transition Metal,0.0051,0.02,Metalloid,0.158,3.26,Alkaline Earth Metal,0.01,0.000485,Alkaline Earth Metal,0.02,0.000971,Transitional Metal,0.03,0.003,Transitional Metal,22.54,1.09,Transitional Metal,0.27,0.0131,Transitional Metal,0.01,0.00038,Post-Transition Metal,72.04,3.5,Transitional Metal,16.43,0.798,Transitional Metal,040030012001,block_group
C13,CK13-Cochise-TOM,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.0877,1.4,Post-Transition Metal,0.0066,0.01,Metalloid,0.0739,1.18,Alkaline Earth Metal,0.01,0.000626,Alkaline Earth Metal,0.04,0.0025,Transitional Metal,0.1,0.00626,Transitional Metal,14.32,0.897,Transitional Metal,0.16,0.01,Transitional Metal,0,0.00049,Post-Transition Metal,27.49,1.72,Transitional Metal,11.56,0.724,Transitional Metal,040030012001,block_group
C15,CK15-Cochise-BUTTERFLY BUSH (L),Cochise,Other,2015-2016,,mg/kg,,13.4,17.55,Post-Transition Metal,0.081,0.02,Metalloid,22.2,29.05,Alkaline Earth Metal,0,0.0031,Alkaline Earth Metal,0.01,0.00763,Transitional Metal,0.04,0.046,Transitional Metal,47.79,36.5,Transitional Metal,0.31,0.237,Transitional Metal,0.05,0.0382,Post-Transition Metal,13.1,10,Transitional Metal,19.4,14.8,Transitional Metal,040030019003,block_group
C15,CK15-Cochise-MILKWEED (L),Cochise,Other,2015-2016,,mg/kg,,19.2,25.29,Post-Transition Metal,0.08,0.04,Metalloid,5.52,7.29,Alkaline Earth Metal,0.02,0.0152,Alkaline Earth Metal,0.01,0.00758,Transitional Metal,0.1,0.0758,Transitional Metal,55.74,42.2,Transitional Metal,0.53,0.402,Transitional Metal,0.04,0.0303,Post-Transition Metal,39.52,29.9,Transitional Metal,10.53,7.98,Transitional Metal,040030019003,block_group
C15,CK15-Cochise-ROSEMARY LEAVES,Cochise,Herbs,2015-2016,,mg/kg,Rosemary,11,25.11,Post-Transition Metal,0.047,0.03,Metalloid,4.22,9.62,Alkaline Earth Metal,0.01,0.00439,Alkaline Earth Metal,0.01,0.00439,Transitional Metal,0.07,0.027,Transitional Metal,12.8,5.61,Transitional Metal,0.14,0.0614,Transitional Metal,0.06,0.0263,Post-Transition Metal,23.52,10.3,Transitional Metal,11.11,4.87,Transitional Metal,040030019003,block_group
C16,CK16-Cochise-HEIRLOOM SQUASH 1 (L),Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Squash ,222,615.21,Post-Transition Metal,0.13,0.36,Metalloid,23.5,65.12,Alkaline Earth Metal,0.04,0.0144,Alkaline Earth Metal,0.06,0.0217,Transitional Metal,1.17,0.422,Transitional Metal,708.47,256,Transitional Metal,0.75,0.271,Transitional Metal,1.11,0.401,Post-Transition Metal,14.15,5.11,Transitional Metal,5.61,2.03,Transitional Metal,040030021003,block_group
C16,CK16-Cochise-HEIRLOOM SQUASH 2 (L),Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Squash ,61.5,169.14,Post-Transition Metal,0.0691,0.19,Metalloid,16.9,46.61,Alkaline Earth Metal,0.02,0.00727,Alkaline Earth Metal,0.05,0.0182,Transitional Metal,0.62,0.225,Transitional Metal,265.83,96.7,Transitional Metal,0.35,0.127,Transitional Metal,0.56,0.204,Post-Transition Metal,14.18,5.16,Transitional Metal,4.58,1.67,Transitional Metal,040030021003,block_group
C16,CK16-Cochise-HEIRLOOM TOM A,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Cherry Tomato,0.707,4.82,Post-Transition Metal,0.016,0.01,Metalloid,0.0777,0.53,Alkaline Earth Metal,0,0.0006,Alkaline Earth Metal,0.11,0.0161,Transitional Metal,0.19,0.0279,Transitional Metal,13.56,1.99,Transitional Metal,0.15,0.022,Transitional Metal,0.02,0.00293,Post-Transition Metal,16.37,2.4,Transitional Metal,8.02,1.18,Transitional Metal,040030021003,block_group
C16,CK16-Cochise-HEIRLOOM TOM A (L),Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,36.4,94.94,Post-Transition Metal,0.107,0.28,Metalloid,9.56,24.95,Alkaline Earth Metal,0.01,0.00383,Alkaline Earth Metal,0.74,0.284,Transitional Metal,0.23,0.0881,Transitional Metal,429.65,165,Transitional Metal,0.29,0.111,Transitional Metal,0.24,0.092,Post-Transition Metal,12.75,4.89,Transitional Metal,5.36,2.05,Transitional Metal,040030021003,block_group
C16,CK16-Cochise-HEIRLOOM TOM B,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,5.09,12.58,Post-Transition Metal,0.043,0.02,Metalloid,0.389,0.96,Alkaline Earth Metal,0.01,0.00405,Alkaline Earth Metal,0.07,0.0283,Transitional Metal,0.16,0.0648,Transitional Metal,13.94,5.64,Transitional Metal,0.15,0.0607,Transitional Metal,0.03,0.0121,Post-Transition Metal,30.23,12.2,Transitional Metal,12.29,4.98,Transitional Metal,040030021003,block_group
C16,CK16-Cochise-HEIRLOOM TOM B (L),Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,27.9,55.27,Post-Transition Metal,0.126,0.25,Metalloid,7.39,14.63,Alkaline Earth Metal,0.01,0.00505,Alkaline Earth Metal,0.29,0.146,Transitional Metal,0.2,0.101,Transitional Metal,64.72,32.7,Transitional Metal,0.17,0.0859,Transitional Metal,0.14,0.0707,Post-Transition Metal,24.21,12.2,Transitional Metal,8.97,4.53,Transitional Metal,040030021003,block_group
C18,CK18-Cochise-CUCUMBER L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,3.35,55.85,Post-Transition Metal,0.0505,0.84,Metalloid,2.66,44.36,Alkaline Earth Metal,0,0.00025,Alkaline Earth Metal,0.03,0.0018,Transitional Metal,0.07,0.0037,Transitional Metal,21.44,1.29,Transitional Metal,0.13,0.00781,Transitional Metal,0.11,0.00661,Post-Transition Metal,22.63,1.36,Transitional Metal,9.48,0.569,Transitional Metal,040030017021,block_group
C18,CK18-Cochise-PEPPER L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Pepper,0.517,17.17,Post-Transition Metal,0.0032,0.09,Metalloid,0.292,9.68,Alkaline Earth Metal,0.01,0.000301,Alkaline Earth Metal,0.06,0.00181,Transitional Metal,0.03,0.0018,Transitional Metal,25.61,0.772,Transitional Metal,0.27,0.00814,Transitional Metal,0.03,0.000904,Post-Transition Metal,15.27,0.46,Transitional Metal,5.82,0.175,Transitional Metal,040030017021,block_group
C18,CK18-Cochise-RED LEAF LETTUCE,Cochise,Leafy,2015-2016,,mg/kg,Lettuce,1.42,62.12,Post-Transition Metal,0.0024,0.14,Metalloid,0.187,8.18,Alkaline Earth Metal,0.01,0.000228,Alkaline Earth Metal,0.34,0.00777,Transitional Metal,0.08,0.0014,Transitional Metal,110.72,2.53,Transitional Metal,0.12,0.00274,Transitional Metal,0.07,0.0016,Post-Transition Metal,72.67,1.66,Transitional Metal,11.18,0.255,Transitional Metal,040030017021,block_group
C18,CK18-Cochise-TOMATO L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,6.94,205.66,Post-Transition Metal,0.0036,0.08,Metalloid,0.661,19.57,Alkaline Earth Metal,0.02,0.000675,Alkaline Earth Metal,0.13,0.00439,Transitional Metal,0.28,0.00945,Transitional Metal,40.71,1.37,Transitional Metal,0.23,0.00777,Transitional Metal,0.12,0.00405,Post-Transition Metal,21.86,0.738,Transitional Metal,16.26,0.549,Transitional Metal,040030017021,block_group
C22,CK22-Cochise-CA WONDER SWEET PEPPER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Sweet Pepper,0.289,4.99,Post-Transition Metal,0.0061,0.03,Metalloid,0.0289,0.5,Alkaline Earth Metal,0,0.00024,Alkaline Earth Metal,0.08,0.00463,Transitional Metal,0.04,0.0035,Transitional Metal,10.85,0.628,Transitional Metal,0.08,0.00463,Transitional Metal,0.01,0.00045,Post-Transition Metal,17.68,1.02,Transitional Metal,6.96,0.403,Transitional Metal,040030021002,block_group
C22,CK22-Cochise-EGYPTIAN WALKING ONION,Cochise,Bulb Vegetables,2015-2016,,mg/kg,Onions,42.8,317.55,Post-Transition Metal,0.014,0.14,Metalloid,1.53,11.38,Alkaline Earth Metal,0.02,0.0027,Alkaline Earth Metal,0.03,0.00404,Transitional Metal,0.42,0.0566,Transitional Metal,15.21,2.05,Transitional Metal,0.27,0.0364,Transitional Metal,0.32,0.0431,Post-Transition Metal,34,4.58,Transitional Metal,5.87,0.791,Transitional Metal,040030021002,block_group
C22,CK22-Cochise-EGYPTIAN WALKING ONION STEM,Cochise,Stalk and Stem Vegetables,2015-2016,,mg/kg,Onions,40.5,318.41,Post-Transition Metal,0.013,0.11,Metalloid,1.57,12.33,Alkaline Earth Metal,0.03,0.00382,Alkaline Earth Metal,0.03,0.00382,Transitional Metal,0.58,0.0738,Transitional Metal,22.89,2.91,Transitional Metal,0.33,0.042,Transitional Metal,0.44,0.056,Post-Transition Metal,23.85,3.03,Transitional Metal,5.05,0.642,Transitional Metal,040030021002,block_group
C22,CK22-Cochise-SWISS CHARD,Cochise,Leafy,2015-2016,,mg/kg,Chard,48.3,354.75,Post-Transition Metal,0.0204,0.15,Metalloid,6.35,46.63,Alkaline Earth Metal,0.04,0.00545,Alkaline Earth Metal,0.08,0.0109,Transitional Metal,0.48,0.0654,Transitional Metal,61.21,8.34,Transitional Metal,0.37,0.0504,Transitional Metal,0.35,0.0477,Post-Transition Metal,41.02,5.59,Transitional Metal,8.19,1.12,Transitional Metal,040030021002,block_group
C22,CK22-Cochise-TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.185,2.01,Post-Transition Metal,0.0098,0.02,Metalloid,0.148,1.6,Alkaline Earth Metal,0,0.00038,Alkaline Earth Metal,0.04,0.00369,Transitional Metal,0.14,0.0129,Transitional Metal,9.31,0.859,Transitional Metal,0.16,0.0148,Transitional Metal,0,0.00072,Post-Transition Metal,16.18,1.49,Transitional Metal,4.92,0.454,Transitional Metal,040030021002,block_group
C23,CK23-Cochise-MINT,Cochise,Herbs,2015-2016,,mg/kg,Mint,4.43,44.26,Post-Transition Metal,0.02,0.2,Metalloid,3.18,31.8,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.01,0.001,Transitional Metal,0.1,0.01,Transitional Metal,71.7,7.17,Transitional Metal,0.78,0.078,Transitional Metal,0.11,0.011,Post-Transition Metal,35.04,3.5,Transitional Metal,15.26,1.53,Transitional Metal,040030012001,block_group
C23,CK23-Cochise-ONION,Cochise,Bulb Vegetables,2015-2016,,mg/kg,Onions,24.7,198.15,Post-Transition Metal,0.0212,0.17,Metalloid,2.92,23.43,Alkaline Earth Metal,0.02,0.00249,Alkaline Earth Metal,0.03,0.00374,Transitional Metal,0.22,0.0274,Transitional Metal,19.91,2.48,Transitional Metal,0.18,0.0224,Transitional Metal,0.29,0.0361,Post-Transition Metal,53.84,6.7,Transitional Metal,5.01,0.624,Transitional Metal,040030012001,block_group
C23,CK23-Cochise-ONION STEM,Cochise,Stalk and Stem Vegetables,2015-2016,,mg/kg,Onions,2.52,27.87,Post-Transition Metal,0.0136,0.15,Metalloid,2.71,29.91,Alkaline Earth Metal,0,0.00037,Alkaline Earth Metal,0.03,0.00271,Transitional Metal,0.08,0.0055,Transitional Metal,43.45,3.93,Transitional Metal,0.08,0.00724,Transitional Metal,0.06,0.00543,Post-Transition Metal,29.09,2.63,Transitional Metal,3.93,0.356,Transitional Metal,040030012001,block_group
C23,CK23-Cochise-PEPPER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Pepper,0.177,3.53,Post-Transition Metal,0.0053,0.03,Metalloid,0.0377,0.75,Alkaline Earth Metal,0.01,0.000503,Alkaline Earth Metal,0.04,0.00201,Transitional Metal,0.05,0.0031,Transitional Metal,13.75,0.691,Transitional Metal,0.42,0.0211,Transitional Metal,0.01,0.00039,Post-Transition Metal,33.36,1.68,Transitional Metal,7.62,0.383,Transitional Metal,040030012001,block_group
C23,CK23-Cochise-SUMMER SQUASH,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Squash ,0.0781,1.32,Post-Transition Metal,0.0063,0.03,Metalloid,0.0657,1.11,Alkaline Earth Metal,0.01,0.000592,Alkaline Earth Metal,0.01,0.000592,Transitional Metal,0.02,0.0036,Transitional Metal,13.57,0.803,Transitional Metal,0.07,0.00414,Transitional Metal,0.01,0.00046,Post-Transition Metal,66.82,3.95,Transitional Metal,16.35,0.967,Transitional Metal,040030012001,block_group
C31,CK31-Cochise-BELL PEPPER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Bell pepper,0.185,2.18,Post-Transition Metal,0.009,0.02,Metalloid,0.112,1.32,Alkaline Earth Metal,0,0.00035,Alkaline Earth Metal,0.12,0.0102,Transitional Metal,1.51,0.128,Transitional Metal,15.48,1.31,Transitional Metal,0.64,0.0542,Transitional Metal,0.03,0.00254,Post-Transition Metal,28.05,2.38,Transitional Metal,8.63,0.731,Transitional Metal,040030010001,block_group
C31,CK31-Cochise-BELL PEPPER L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Bell pepper,12.4,16.84,Post-Transition Metal,0.078,0.1,Metalloid,13.9,18.86,Alkaline Earth Metal,0,0.003,Alkaline Earth Metal,0.44,0.324,Transitional Metal,0.12,0.0882,Transitional Metal,46.37,34.1,Transitional Metal,0.17,0.125,Transitional Metal,0.12,0.0882,Post-Transition Metal,67.13,49.4,Transitional Metal,8.67,6.37,Transitional Metal,040030010001,block_group
C31,CK31-Cochise-CUCUMBER MUNCHER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,0.555,5.53,Post-Transition Metal,0.0502,0.5,Metalloid,0.291,2.9,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.04,0.00401,Transitional Metal,0.1,0.01,Transitional Metal,11.85,1.19,Transitional Metal,0.12,0.012,Transitional Metal,0.04,0.00401,Post-Transition Metal,29.85,2.99,Transitional Metal,6.37,0.639,Transitional Metal,040030010001,block_group
C31,CK31-Cochise-CUCUMBER MUNCHER L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,23.2,46.94,Post-Transition Metal,0.183,0.37,Metalloid,14.7,29.77,Alkaline Earth Metal,0.01,0.00495,Alkaline Earth Metal,0.08,0.0396,Transitional Metal,0.27,0.134,Transitional Metal,47.69,23.6,Transitional Metal,0.48,0.238,Transitional Metal,0.29,0.144,Post-Transition Metal,60.96,30.2,Transitional Metal,14.2,7.03,Transitional Metal,040030010001,block_group
C31,CK31-Cochise-TOMATO SAN MARZONO FRUIT,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.837,5.23,Post-Transition Metal,0.017,0.02,Metalloid,0.232,1.45,Alkaline Earth Metal,0.01,0.0016,Alkaline Earth Metal,0.04,0.0064,Transitional Metal,0.1,0.016,Transitional Metal,8.01,1.28,Transitional Metal,0.16,0.0256,Transitional Metal,0.01,0.0012,Post-Transition Metal,15.1,2.42,Transitional Metal,6.4,1.02,Transitional Metal,040030010001,block_group
C31,CK31-Cochise-TOM SAN MARZONO L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Cherry Tomato,25.8,44.88,Post-Transition Metal,0.061,0.06,Metalloid,19,33.13,Alkaline Earth Metal,0.01,0.00575,Alkaline Earth Metal,0.24,0.138,Transitional Metal,0.28,0.161,Transitional Metal,79.16,45.5,Transitional Metal,0.64,0.368,Transitional Metal,0.11,0.0632,Post-Transition Metal,19.83,11.4,Transitional Metal,16.21,9.32,Transitional Metal,040030010001,block_group
C31,CK31-Cochise-YELLOW SQUASH STRAIGHT NECK,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Squash ,0.158,1.98,Post-Transition Metal,0.0085,0.02,Metalloid,0.324,4.06,Alkaline Earth Metal,0,0.00033,Alkaline Earth Metal,0.02,0.0016,Transitional Metal,0.21,0.0168,Transitional Metal,17.19,1.37,Transitional Metal,0.15,0.012,Transitional Metal,0.02,0.0016,Post-Transition Metal,45.88,3.66,Transitional Metal,12.67,1.01,Transitional Metal,040030010001,block_group
C31,CK31-Cochise-YELLOW SQUASH STRAIGHTNECK LEAF,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Squash ,9.21,23.57,Post-Transition Metal,0.041,0.04,Metalloid,5.48,14.02,Alkaline Earth Metal,0.01,0.00391,Alkaline Earth Metal,0.02,0.00781,Transitional Metal,0.22,0.0859,Transitional Metal,31.48,12.3,Transitional Metal,0.19,0.0742,Transitional Metal,0.17,0.0664,Post-Transition Metal,49.91,19.5,Transitional Metal,11.99,4.68,Transitional Metal,040030010001,block_group
C32,CK32-Cochise-CUCUMBER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,1.24,18.49,Post-Transition Metal,0.0396,0.59,Metalloid,0.295,4.39,Alkaline Earth Metal,0,0.00028,Alkaline Earth Metal,0.1,0.00672,Transitional Metal,0.13,0.00873,Transitional Metal,21.32,1.43,Transitional Metal,0.29,0.0195,Transitional Metal,0.09,0.00604,Post-Transition Metal,46.94,3.15,Transitional Metal,9.38,0.63,Transitional Metal,040030011002,block_group
C32,CK32-Cochise-CUCUMBER LEAF,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,1020,1303.28,Post-Transition Metal,1.05,1.34,Metalloid,22.5,28.81,Alkaline Earth Metal,0.06,0.0469,Alkaline Earth Metal,0.37,0.289,Transitional Metal,1.48,1.16,Transitional Metal,94.03,73.5,Transitional Metal,1.1,0.859,Transitional Metal,5.15,4.02,Post-Transition Metal,100.42,78.5,Transitional Metal,30.21,23.6,Transitional Metal,040030011002,block_group
C32,CK32-Cochise-TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.918,5.81,Post-Transition Metal,0.017,0.01,Metalloid,0.246,1.56,Alkaline Earth Metal,0.01,0.00158,Alkaline Earth Metal,0.15,0.0237,Transitional Metal,0.08,0.0096,Transitional Metal,10.74,1.7,Transitional Metal,0.19,0.03,Transitional Metal,0.02,0.00316,Post-Transition Metal,23.9,3.78,Transitional Metal,11.92,1.88,Transitional Metal,040030011002,block_group
C32,CK32-Cochise-TOMATO LEAF,Cochise,Leafy,2015-2016,,mg/kg,Tomato,41.7,60.05,Post-Transition Metal,0.074,0.12,Metalloid,25.1,36.18,Alkaline Earth Metal,0.01,0.00694,Alkaline Earth Metal,1.12,0.778,Transitional Metal,0.12,0.0833,Transitional Metal,83.56,58,Transitional Metal,0.21,0.146,Transitional Metal,0.33,0.229,Post-Transition Metal,53.01,36.8,Transitional Metal,14.1,9.79,Transitional Metal,040030011002,block_group
C33,CK33-Cochise-BASIL,Cochise,Herbs,2015-2016,,mg/kg,Basil,10.3,40.61,Post-Transition Metal,0.027,0.13,Metalloid,4.66,18.3,Alkaline Earth Metal,0.01,0.00254,Alkaline Earth Metal,0.04,0.0102,Transitional Metal,0.05,0.015,Transitional Metal,71.59,18.2,Transitional Metal,0.2,0.0509,Transitional Metal,0.1,0.0254,Post-Transition Metal,87.85,22.4,Transitional Metal,23.24,5.91,Transitional Metal,040030011002,block_group
C33,CK33-Cochise-GREEN BEAN,Cochise,Legumes,2015-2016,,mg/kg,green beans,3.33,16.62,Post-Transition Metal,0.021,0.04,Metalloid,1.27,6.34,Alkaline Earth Metal,0,0.00082,Alkaline Earth Metal,0.01,0.002,Transitional Metal,0.11,0.022,Transitional Metal,19.04,3.82,Transitional Metal,0.76,0.152,Transitional Metal,0.02,0.00401,Post-Transition Metal,25.56,5.12,Transitional Metal,9.45,1.89,Transitional Metal,040030011002,block_group
C33,CK33-Cochise-TOMATO,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,2.78,14.81,Post-Transition Metal,0.02,0.01,Metalloid,0.197,1.05,Alkaline Earth Metal,0,0.00077,Alkaline Earth Metal,0.09,0.0169,Transitional Metal,0.05,0.011,Transitional Metal,10.73,2.02,Transitional Metal,0.12,0.0226,Transitional Metal,0.02,0.00376,Post-Transition Metal,23.19,4.36,Transitional Metal,7.52,1.41,Transitional Metal,040030011002,block_group
C36,CK36-Cochise-BASIL LEFT,Cochise,Herbs,2015-2016,,mg/kg,Basil,44,67.79,Post-Transition Metal,0.13,0.2,Metalloid,55.6,85.64,Alkaline Earth Metal,0.02,0.013,Alkaline Earth Metal,0.11,0.0714,Transitional Metal,1.19,0.773,Transitional Metal,51.55,33.5,Transitional Metal,0.7,0.455,Transitional Metal,0.74,0.481,Post-Transition Metal,107.16,69.6,Transitional Metal,9.28,6.03,Transitional Metal,040030011003,block_group
